,LOAN IDENTIFIER,ORIGINATION CHANNEL,SELLER NAME,ORIGINAL INTEREST RATE,ORIGINAL UPB,ORIGINAL LOAN TERM,ORIGINATION DATE,FIRST PAYMENT DATE,ORIGINAL LOAN-TO-VALUE (LTV),ORIGINAL COMBINED LOAN-TO-VALUE (CLTV),NUMBER OF BORROWERS,ORIGINAL DEBT TO INCOME RATIO,BORROWER CREDIT SCORE AT ORIGINATION,FIRST TIME HOME BUYER INDICATOR,LOAN PURPOSE,PROPERTY TYPE,NUMBER OF UNITS,OCCUPANCY TYPE,PROPERTY STATE,ZIP CODE SHORT,PRIMARY MORTGAGE INSURANCE PERCENT,PRODUCT TYPE,CO-BORROWER CREDIT SCORE AT ORIGINATION,MORTGAGE INSURANCE TYPE,RELOCATION MORTGAGE INDICATOR,LOAN_COUNT,VINTAGE_YEAR,VINTAGE_MONTH,LTV_BUCKET,UPB_BUCKET,FICO_BUCKET,TERM_BUCKET,INT_RT_BUCKET
358,100778646306,C,"WELLS FARGO BANK, N.A.",4.375,214000,360,03/2017,05/2017,80,80,2,38,736.0,N,P,PU,1,P,TX,782,,FRM,727.0,,N,1,2017,3,80,200000,700.0,360,4.375
359,100783237705,R,QUICKEN LOANS INC.,3.99,198000,360,04/2017,06/2017,95,95,1,39,747.0,N,P,SF,1,P,IL,605,30.0,FRM,,1.0,Y,1,2017,4,90,150000,700.0,360,3.875
360,100784116611,C,OTHER,4.5,140000,360,05/2017,07/2017,48,48,1,35,785.0,N,R,CO,1,P,IN,461,,FRM,,,N,1,2017,5,40,100000,750.0,360,4.5
361,100790989994,C,PMTT4,4.125,283000,360,05/2017,07/2017,78,78,1,26,803.0,N,P,PU,1,P,GA,300,,FRM,,,N,1,2017,5,70,250000,800.0,360,4.125
362,100795072415,R,OTHER,5.25,110000,360,05/2017,07/2017,60,60,1,47,655.0,N,C,SF,1,P,TN,372,,FRM,,,N,1,2017,5,60,100000,650.0,360,5.25
363,100795409195,C,OTHER,4.25,112000,360,06/2017,08/2017,80,80,1,24,783.0,Y,P,SF,1,P,GA,301,,FRM,,,N,1,2017,6,80,100000,750.0,360,4.25
364,100797702378,R,QUICKEN LOANS INC.,4.75,226000,240,03/2017,05/2017,95,95,1,32,688.0,N,R,SF,1,P,TN,380,25.0,FRM,,2.0,N,1,2017,3,90,200000,650.0,240,4.75
365,100798788953,R,OTHER,3.5,64000,180,06/2017,08/2017,54,54,1,21,752.0,N,R,SF,1,S,MI,497,,FRM,,,N,1,2017,6,50,50000,750.0,180,3.5
366,100801996613,C,"WELLS FARGO BANK, N.A.",4.625,275000,360,02/2017,04/2017,95,95,1,38,760.0,Y,P,CO,1,P,AZ,850,30.0,FRM,,1.0,N,1,2017,2,90,250000,750.0,360,4.625
367,100804293014,C,SUNTRUST BANK,3.875,160000,360,03/2017,05/2017,75,75,2,32,787.0,N,P,CO,1,S,FL,341,,FRM,788.0,,N,1,2017,3,70,150000,750.0,360,3.875
368,100806943903,C,FRANKLIN AMERICAN MORTGAGE COMPANY,4.125,424000,360,04/2017,06/2017,84,84,2,25,765.0,Y,P,SF,1,P,IL,600,12.0,FRM,766.0,1.0,N,1,2017,4,80,400000,750.0,360,4.125
369,100808606171,C,"WELLS FARGO BANK, N.A.",4.5,165000,360,04/2017,06/2017,72,72,1,42,741.0,N,C,SF,2,P,TN,370,,FRM,,,N,1,2017,4,70,150000,700.0,360,4.5
370,100814558232,C,"WELLS FARGO BANK, N.A.",4.625,342000,360,03/2017,05/2017,95,95,2,41,718.0,N,P,PU,1,P,NV,891,30.0,FRM,705.0,1.0,N,1,2017,3,90,300000,700.0,360,4.625
371,100815338698,R,OTHER,4.375,77000,360,04/2017,06/2017,60,60,1,20,758.0,N,P,CO,1,P,FL,342,,FRM,,,N,1,2017,4,60,50000,750.0,360,4.375
372,100815504911,B,OTHER,4.75,226000,360,03/2017,05/2017,63,63,2,42,739.0,N,R,CO,1,I,SC,295,,FRM,692.0,,N,1,2017,3,60,200000,700.0,360,4.75
373,100820189092,R,OTHER,5.0,134000,360,05/2017,07/2017,75,75,1,21,782.0,N,P,SF,4,I,PA,170,,FRM,,,N,1,2017,5,70,100000,750.0,360,5.0
374,100820354661,C,"AMERIHOME MORTGAGE COMPANY, LLC",4.25,139000,360,03/2017,05/2017,45,45,2,43,801.0,N,R,SF,1,I,CA,925,,FRM,797.0,,N,1,2017,3,40,100000,800.0,360,4.25
375,100822352680,C,PMTT4,4.625,184000,360,04/2017,06/2017,95,95,2,33,783.0,N,P,PU,1,P,SC,290,30.0,FRM,770.0,1.0,N,1,2017,4,90,150000,750.0,360,4.625
376,100822839104,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.375,191000,360,03/2017,05/2017,97,97,1,37,717.0,Y,P,SF,1,P,AZ,850,18.0,FRM,,1.0,N,1,2017,3,90,150000,700.0,360,4.375
377,100824817413,R,OTHER,4.375,375000,360,03/2017,05/2017,85,85,2,18,816.0,N,R,SF,1,P,IN,462,12.0,FRM,786.0,1.0,N,1,2017,3,80,350000,800.0,360,4.375
378,100825292457,R,"WELLS FARGO BANK, N.A.",4.375,244000,240,05/2017,07/2017,80,80,2,26,784.0,N,C,PU,1,P,FL,323,,FRM,805.0,,N,1,2017,5,80,200000,750.0,240,4.375
379,100828747417,C,"WELLS FARGO BANK, N.A.",4.25,230000,360,03/2017,05/2017,60,60,2,26,801.0,N,P,SF,1,P,UT,840,,FRM,802.0,,N,1,2017,3,60,200000,800.0,360,4.25
380,100830504783,B,"CALIBER HOME LOANS, INC.",4.25,252000,360,04/2017,06/2017,56,56,1,40,769.0,N,P,SF,1,P,WA,980,,FRM,,,N,1,2017,4,50,250000,750.0,360,4.25
381,100831070184,R,DITECH FINANCIAL LLC,4.875,130000,360,03/2017,06/2017,80,80,1,29,668.0,N,C,SF,1,P,WI,530,,FRM,,,N,1,2017,3,80,100000,650.0,360,4.875
382,100831695660,B,OTHER,4.375,476000,360,03/2017,05/2017,75,75,2,34,757.0,N,P,SF,1,P,CA,934,,FRM,808.0,,N,1,2017,3,70,450000,750.0,360,4.375
383,100835551162,C,OTHER,3.625,113000,180,06/2017,08/2017,75,75,1,24,808.0,N,P,SF,2,I,IA,500,,FRM,,,N,1,2017,6,70,100000,800.0,180,3.625
384,100837356479,R,OTHER,4.0,112000,360,03/2017,05/2017,80,80,2,30,803.0,N,P,SF,1,P,WI,539,,FRM,712.0,,N,1,2017,3,80,100000,800.0,360,4.0
385,100837805984,R,"WELLS FARGO BANK, N.A.",4.5,53000,360,03/2017,05/2017,80,80,1,42,731.0,Y,P,SF,1,P,OH,455,,FRM,,,N,1,2017,3,80,50000,700.0,360,4.5
386,100839294497,R,OTHER,3.25,227000,180,06/2017,08/2017,82,82,1,39,742.0,N,R,PU,1,P,TX,775,6.0,FRM,,1.0,N,1,2017,6,80,200000,700.0,180,3.25
387,100842004200,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.125,265000,360,05/2017,07/2017,80,80,2,44,782.0,Y,P,PU,1,P,VA,201,,FRM,719.0,,N,1,2017,5,80,250000,750.0,360,4.125
388,100842152779,C,OTHER,4.25,366000,360,04/2017,06/2017,80,80,1,46,793.0,N,P,SF,1,P,FL,330,,FRM,,,N,1,2017,4,80,350000,750.0,360,4.25
389,100844014420,C,FRANKLIN AMERICAN MORTGAGE COMPANY,5.0,95000,360,03/2017,05/2017,61,61,1,38,644.0,N,C,SF,1,P,MS,395,,FRM,,,N,1,2017,3,60,50000,600.0,360,5.0
390,100846006601,R,QUICKEN LOANS INC.,4.375,174000,360,04/2017,06/2017,65,65,2,16,725.0,N,R,SF,1,P,AZ,853,,FRM,811.0,,N,1,2017,4,60,150000,700.0,360,4.375
391,100846764906,R,OTHER,4.313,162000,360,05/2017,06/2017,95,95,2,43,767.0,Y,P,SF,1,P,WI,531,30.0,FRM,749.0,1.0,N,1,2017,5,90,150000,750.0,360,4.25
392,100851526545,C,PMTT4,4.25,351000,360,04/2017,06/2017,95,95,1,37,751.0,N,P,PU,1,P,PA,194,30.0,FRM,,1.0,N,1,2017,4,90,350000,750.0,360,4.25
393,100851543360,R,OTHER,4.375,107000,360,02/2017,04/2017,50,50,1,45,674.0,N,C,SF,1,P,IL,601,,FRM,,,N,1,2017,2,50,100000,650.0,360,4.375
394,100856681172,B,QUICKEN LOANS INC.,4.25,193000,360,04/2017,06/2017,56,56,1,32,791.0,N,C,SF,1,P,CA,945,,FRM,,,N,1,2017,4,50,150000,750.0,360,4.25
395,100857476660,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.125,288000,360,04/2017,06/2017,81,81,1,34,777.0,Y,P,CO,1,P,VA,221,12.0,FRM,,1.0,N,1,2017,4,80,250000,750.0,360,4.125
396,100857988173,C,"FLAGSTAR BANK, FSB",5.125,180000,360,03/2017,05/2017,73,73,1,41,712.0,N,P,SF,2,I,FL,339,,FRM,,,N,1,2017,3,70,150000,700.0,360,5.125
397,100858019192,R,QUICKEN LOANS INC.,4.75,105000,360,03/2017,05/2017,62,62,1,35,821.0,N,C,SF,1,P,TX,751,,FRM,,,N,1,2017,3,60,100000,800.0,360,4.75
398,100861582471,R,OTHER,4.75,203000,360,05/2017,07/2017,90,90,2,45,796.0,Y,P,SF,1,P,UT,841,25.0,FRM,808.0,2.0,N,1,2017,5,90,200000,750.0,360,4.75
399,100862209800,B,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,4.25,212000,360,04/2017,06/2017,80,80,2,40,713.0,N,P,SF,1,P,CA,935,,FRM,720.0,,N,1,2017,4,80,200000,700.0,360,4.25
400,100863405796,R,OTHER,4.125,260000,360,02/2017,04/2017,70,70,2,16,809.0,N,R,PU,1,P,MD,206,,FRM,810.0,,N,1,2017,2,70,250000,800.0,360,4.125
401,100864132236,R,OTHER,5.0,280000,360,05/2017,07/2017,80,80,1,35,703.0,N,P,SF,1,I,CT,69,,FRM,,,N,1,2017,5,80,250000,700.0,360,5.0
402,100866776421,C,PENNYMAC CORP.,4.0,178000,360,03/2017,05/2017,80,80,2,18,777.0,Y,P,SF,1,P,IA,522,,FRM,746.0,,N,1,2017,3,80,150000,750.0,360,4.0
403,100867019581,C,FRANKLIN AMERICAN MORTGAGE COMPANY,4.125,257000,360,05/2017,07/2017,95,95,2,42,782.0,N,P,SF,1,P,PA,175,30.0,FRM,798.0,1.0,N,1,2017,5,90,250000,750.0,360,4.125
404,100867307167,R,OTHER,3.875,172000,240,05/2017,07/2017,80,80,2,27,799.0,N,P,SF,1,P,WI,547,,FRM,752.0,,N,1,2017,5,80,150000,750.0,240,3.875
405,100868718657,R,OTHER,3.875,500000,360,04/2017,06/2017,63,63,1,26,784.0,N,P,SF,1,P,WA,981,,FRM,,,N,1,2017,4,60,500000,750.0,360,3.875
406,100875284084,R,OTHER,3.25,92000,120,03/2017,05/2017,64,64,1,45,783.0,N,C,SF,1,P,OH,442,,FRM,,,N,1,2017,3,60,50000,750.0,120,3.25
407,100875703517,C,OTHER,4.375,385000,360,05/2017,07/2017,70,70,1,40,691.0,N,C,SF,1,P,CA,914,,FRM,,,N,1,2017,5,70,350000,650.0,360,4.375
408,100877513613,R,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,4.375,415000,360,03/2017,05/2017,95,95,2,35,762.0,N,P,PU,1,P,AZ,850,30.0,FRM,803.0,1.0,N,1,2017,3,90,400000,750.0,360,4.375
409,100879212676,R,QUICKEN LOANS INC.,4.5,220000,360,03/2017,05/2017,80,80,2,44,801.0,N,R,SF,1,P,OR,974,,FRM,796.0,,N,1,2017,3,80,200000,800.0,360,4.5
410,100883805355,R,OTHER,4.0,58000,360,06/2017,08/2017,55,55,2,20,734.0,N,C,SF,1,P,IL,612,,FRM,682.0,,N,1,2017,6,50,50000,700.0,360,4.0
411,100885020889,R,OTHER,3.5,100000,180,05/2017,07/2017,46,46,2,24,766.0,N,R,MH,1,P,NV,894,,FRM,784.0,,N,1,2017,5,40,100000,750.0,180,3.5
412,100885258906,R,QUICKEN LOANS INC.,4.375,113000,360,04/2017,06/2017,54,54,1,41,711.0,N,C,SF,1,P,MI,490,,FRM,,,N,1,2017,4,50,100000,700.0,360,4.375
413,100886632538,B,OTHER,4.0,336000,360,05/2017,07/2017,50,50,2,32,753.0,N,C,SF,1,P,CA,919,,FRM,753.0,,N,1,2017,5,50,300000,750.0,360,4.0
414,100889186395,R,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,4.375,131000,360,04/2017,06/2017,80,80,3,13,773.0,Y,P,PU,1,P,AL,352,,FRM,807.0,,N,1,2017,4,80,100000,750.0,360,4.375
415,100891047352,R,OTHER,3.625,331000,180,04/2017,06/2017,78,78,1,44,672.0,N,R,SF,1,P,MA,18,,FRM,,,N,1,2017,4,70,300000,650.0,180,3.625
416,100891135159,C,"WELLS FARGO BANK, N.A.",4.0,54000,240,03/2017,05/2017,95,95,1,22,750.0,Y,P,SF,1,P,IN,478,25.0,FRM,,1.0,N,1,2017,3,90,50000,750.0,240,4.0
417,100895613099,R,OTHER,4.75,163000,360,05/2017,07/2017,95,95,1,44,674.0,Y,P,PU,1,P,GA,300,30.0,FRM,,1.0,N,1,2017,5,90,150000,650.0,360,4.75
418,100895949934,R,OTHER,5.125,27000,360,03/2017,05/2017,97,97,2,33,661.0,Y,P,SF,1,P,OH,436,35.0,FRM,688.0,2.0,N,1,2017,3,90,0,650.0,360,5.125
419,100897681346,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.25,160000,240,02/2017,04/2017,80,80,1,16,791.0,N,C,PU,1,P,MD,211,,FRM,,,N,1,2017,2,80,150000,750.0,240,4.25
420,100897687791,C,OTHER,4.5,308000,360,03/2017,05/2017,38,38,2,43,801.0,N,R,PU,1,I,CA,950,,FRM,791.0,,N,1,2017,3,30,300000,800.0,360,4.5
421,100898068758,R,QUICKEN LOANS INC.,3.625,618000,180,03/2017,05/2017,31,31,2,28,813.0,N,C,SF,1,P,CA,902,,FRM,814.0,,N,1,2017,3,30,600000,800.0,180,3.625
422,100899004058,C,PMTT4,4.375,263000,360,04/2017,06/2017,75,75,1,29,809.0,N,P,CO,1,S,UT,841,,FRM,,,N,1,2017,4,70,250000,800.0,360,4.375
423,100901364722,R,QUICKEN LOANS INC.,3.5,100000,180,04/2017,06/2017,58,58,1,35,733.0,N,C,SF,1,P,FL,331,,FRM,,,N,1,2017,4,50,100000,700.0,180,3.5
424,100903642414,C,"WELLS FARGO BANK, N.A.",4.5,285000,360,05/2017,07/2017,69,69,2,15,781.0,N,C,SF,1,P,CA,960,,FRM,793.0,,N,1,2017,5,60,250000,750.0,360,4.5
425,100904458237,R,QUICKEN LOANS INC.,3.75,87000,180,05/2017,07/2017,52,52,1,35,774.0,N,R,SF,1,P,MN,562,,FRM,,,N,1,2017,5,50,50000,750.0,180,3.75
426,100907351224,C,OTHER,3.5,264000,180,03/2017,05/2017,46,46,1,15,785.0,N,R,PU,1,P,GA,303,,FRM,,,N,1,2017,3,40,250000,750.0,180,3.5
427,100907998574,R,OTHER,4.25,273000,360,04/2017,06/2017,80,80,2,31,798.0,N,P,PU,1,P,TN,371,,FRM,780.0,,N,1,2017,4,80,250000,750.0,360,4.25
428,100908419282,R,OTHER,4.75,180000,360,04/2017,06/2017,78,78,2,45,814.0,N,P,CO,1,S,FL,341,,FRM,813.0,,N,1,2017,4,70,150000,800.0,360,4.75
429,100911475411,R,OTHER,4.625,251000,360,05/2017,07/2017,85,85,1,45,710.0,N,P,CO,1,P,CA,907,12.0,FRM,,2.0,N,1,2017,5,80,250000,700.0,360,4.625
430,100914902980,C,OTHER,4.375,259000,360,03/2017,05/2017,90,90,2,44,738.0,N,P,SF,1,P,NE,681,25.0,FRM,713.0,1.0,N,1,2017,3,90,250000,700.0,360,4.375
431,100917359731,R,OTHER,3.5,84000,180,05/2017,07/2017,40,40,2,24,808.0,N,R,SF,1,P,WA,988,,FRM,816.0,,N,1,2017,5,40,50000,800.0,180,3.5
432,100918973943,C,SUNTRUST BANK,4.75,81000,360,04/2017,06/2017,75,75,2,43,746.0,Y,P,CO,1,P,FL,349,,FRM,680.0,,N,1,2017,4,70,50000,700.0,360,4.75
433,100919001140,R,DITECH FINANCIAL LLC,3.75,165000,120,03/2017,05/2017,50,50,2,18,783.0,N,R,PU,1,P,TX,750,,FRM,802.0,,N,1,2017,3,50,150000,750.0,120,3.75
434,100922452023,B,OTHER,4.25,140000,360,05/2017,07/2017,39,39,1,34,717.0,N,C,PU,1,P,CA,917,,FRM,,,N,1,2017,5,30,100000,700.0,360,4.25
435,100925440167,R,OTHER,3.95,220000,360,05/2017,07/2017,80,80,1,19,808.0,Y,P,PU,1,P,GA,300,,FRM,,,N,1,2017,5,80,200000,800.0,360,3.875
436,100925482170,R,"WELLS FARGO BANK, N.A.",4.0,352000,360,05/2017,07/2017,95,95,2,34,740.0,N,P,PU,1,P,TX,782,30.0,FRM,760.0,1.0,Y,1,2017,5,90,350000,700.0,360,4.0
437,100929340608,R,OTHER,4.5,126000,360,04/2017,06/2017,80,80,1,30,809.0,N,P,CO,1,S,NC,284,,FRM,,,N,1,2017,4,80,100000,800.0,360,4.5
438,100930643258,R,OTHER,4.99,567000,360,04/2017,07/2017,66,66,1,41,636.0,N,C,PU,1,P,CA,954,,FRM,,,N,1,2017,4,60,550000,600.0,360,4.875
439,100934132882,C,"WELLS FARGO BANK, N.A.",4.0,273000,360,05/2017,07/2017,80,80,2,30,813.0,N,P,PU,1,P,TX,786,,FRM,803.0,,N,1,2017,5,80,250000,800.0,360,4.0
440,100936004609,R,OTHER,4.375,194000,360,04/2017,06/2017,90,90,2,14,740.0,Y,P,PU,1,P,GA,302,25.0,FRM,800.0,1.0,N,1,2017,4,90,150000,700.0,360,4.375
441,100936047450,R,OTHER,3.625,187000,180,05/2017,07/2017,49,49,2,24,776.0,N,C,SF,1,P,TX,752,,FRM,768.0,,N,1,2017,5,40,150000,750.0,180,3.625
442,100936117188,R,OTHER,4.25,468000,360,03/2017,05/2017,80,80,2,37,783.0,N,P,CO,1,P,VA,222,,FRM,779.0,,N,1,2017,3,80,450000,750.0,360,4.25
443,100937654161,R,OTHER,4.375,250000,360,03/2017,05/2017,34,34,2,28,793.0,N,P,SF,1,P,CA,930,,FRM,789.0,,N,1,2017,3,30,250000,750.0,360,4.375
444,100940673547,R,"CITIMORTGAGE, INC.",4.5,300000,360,03/2017,05/2017,60,60,2,42,777.0,N,P,CO,1,I,CA,916,,FRM,786.0,,N,1,2017,3,60,300000,750.0,360,4.5
445,100940996667,R,OTHER,4.375,59000,360,03/2017,05/2017,75,75,1,32,779.0,N,C,SF,1,I,OH,448,,FRM,,,N,1,2017,3,70,50000,750.0,360,4.375
446,100943100213,R,OTHER,4.75,381000,360,04/2017,06/2017,80,95,2,39,747.0,N,P,PU,1,P,TX,750,,FRM,750.0,,N,1,2017,4,80,350000,700.0,360,4.75
447,100950048200,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.125,360000,360,03/2017,05/2017,47,47,2,44,773.0,N,P,SF,1,P,NY,105,,FRM,783.0,,N,1,2017,3,40,350000,750.0,360,4.125
448,100952349143,B,FRANKLIN AMERICAN MORTGAGE COMPANY,3.75,176000,120,04/2017,06/2017,69,69,2,36,746.0,N,C,SF,1,P,AR,722,,FRM,756.0,,N,1,2017,4,60,150000,700.0,120,3.75
449,100952387424,R,OTHER,3.5,204000,360,05/2016,07/2016,79,79,1,25,737.0,N,P,SF,1,P,TX,781,,FRM,,,N,1,2016,5,70,200000,700.0,360,3.5
450,100955845818,R,OTHER,4.625,463000,360,03/2017,05/2017,95,95,1,42,752.0,Y,P,SF,1,P,HI,967,30.0,FRM,,1.0,N,1,2017,3,90,450000,750.0,360,4.625
451,100958037454,B,OTHER,4.25,271000,360,05/2017,07/2017,95,95,1,44,728.0,N,P,SF,1,P,CA,937,30.0,FRM,,2.0,N,1,2017,5,90,250000,700.0,360,4.25
452,100961200847,C,"WELLS FARGO BANK, N.A.",4.5,228000,360,05/2017,07/2017,97,97,1,37,812.0,Y,P,SF,1,P,UT,841,25.0,FRM,,2.0,N,1,2017,5,90,200000,800.0,360,4.5
453,100964928027,R,QUICKEN LOANS INC.,4.75,442000,360,04/2017,06/2017,60,60,1,41,632.0,N,C,SF,3,I,NY,112,,FRM,,,N,1,2017,4,60,400000,600.0,360,4.75
454,100964942028,C,OTHER,4.0,294000,360,03/2017,05/2017,95,95,2,25,780.0,N,R,SF,1,P,LA,714,30.0,FRM,763.0,1.0,N,1,2017,3,90,250000,750.0,360,4.0
455,100965127535,R,OTHER,3.375,267000,180,05/2017,07/2017,80,80,2,26,767.0,N,P,SF,1,P,IN,478,,FRM,771.0,,N,1,2017,5,80,250000,750.0,180,3.375
456,100968348944,B,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,3.375,320000,180,05/2017,07/2017,59,59,2,34,621.0,N,P,PU,1,P,IN,460,,FRM,744.0,,N,1,2017,5,50,300000,600.0,180,3.375
457,100968668764,R,QUICKEN LOANS INC.,3.99,84000,180,03/2017,05/2017,60,60,1,26,700.0,N,C,SF,1,P,OH,434,,FRM,,,N,1,2017,3,60,50000,700.0,180,3.875
458,100971534569,R,U.S. BANK N.A.,4.0,304000,360,04/2017,06/2017,75,75,1,18,765.0,N,P,SF,1,P,CO,802,,FRM,,,N,1,2017,4,70,300000,750.0,360,4.0
459,100977158017,R,OTHER,3.375,176000,180,03/2017,05/2017,95,95,1,29,784.0,Y,P,CO,1,P,VA,220,25.0,FRM,,1.0,N,1,2017,3,90,150000,750.0,180,3.375
460,100982012610,R,GUILD MORTGAGE COMPANY,4.0,136000,360,05/2017,07/2017,90,90,1,34,781.0,N,P,SF,1,S,ID,834,25.0,FRM,,1.0,N,1,2017,5,90,100000,750.0,360,4.0
461,100982776207,R,QUICKEN LOANS INC.,4.5,489000,360,03/2017,05/2017,68,68,2,36,736.0,N,C,SF,1,P,CA,928,,FRM,800.0,,N,1,2017,3,60,450000,700.0,360,4.5
462,100983065621,R,OTHER,4.75,176000,360,06/2017,08/2017,75,75,1,30,758.0,N,P,SF,3,I,WY,820,,FRM,,,N,1,2017,6,70,150000,750.0,360,4.75
463,100984660045,R,OTHER,4.125,215000,360,05/2017,07/2017,85,85,1,28,809.0,N,P,SF,1,P,MO,641,12.0,FRM,,1.0,N,1,2017,5,80,200000,800.0,360,4.125
464,100984697936,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",3.875,160000,180,05/2017,07/2017,75,75,2,35,731.0,N,C,SF,1,P,IL,604,,FRM,743.0,,N,1,2017,5,70,150000,700.0,180,3.875
465,100991565978,R,OTHER,4.5,190000,360,05/2017,07/2017,80,80,1,41,776.0,N,P,CO,1,P,FL,339,,FRM,,,N,1,2017,5,80,150000,750.0,360,4.5
466,100993737331,B,OTHER,3.25,226000,180,06/2017,08/2017,80,80,1,30,721.0,Y,P,CO,1,P,NJ,88,,FRM,,,N,1,2017,6,80,200000,700.0,180,3.25
467,100996863495,R,"LOANDEPOT.COM, LLC",4.75,219000,360,04/2017,06/2017,69,69,1,42,684.0,N,C,SF,1,P,CA,935,,FRM,,,N,1,2017,4,60,200000,650.0,360,4.75
468,100998280628,R,QUICKEN LOANS INC.,3.99,399000,360,04/2017,06/2017,58,58,1,39,750.0,N,C,CO,1,P,MA,21,,FRM,,,N,1,2017,4,50,350000,750.0,360,3.875
469,100998390773,B,PMTT4,4.25,399000,360,04/2017,06/2017,70,70,2,45,701.0,N,R,SF,1,P,CA,906,,FRM,804.0,,N,1,2017,4,70,350000,700.0,360,4.25
470,100999961382,C,OTHER,4.125,257000,360,04/2017,06/2017,97,97,2,41,797.0,Y,P,SF,1,P,IA,505,35.0,FRM,799.0,1.0,N,1,2017,4,90,250000,750.0,360,4.125
471,101001698666,C,OTHER,5.125,54000,360,02/2017,04/2017,90,90,1,41,634.0,Y,P,SF,1,P,TN,381,25.0,FRM,,1.0,N,1,2017,2,90,50000,600.0,360,5.125
472,101004485690,R,OTHER,3.5,400000,180,03/2017,05/2017,26,26,1,21,770.0,N,C,SF,1,P,CA,945,,FRM,,,N,1,2017,3,20,400000,750.0,180,3.5
473,101004603792,C,"WELLS FARGO BANK, N.A.",4.75,183000,360,03/2017,05/2017,90,90,1,35,671.0,Y,P,SF,1,P,AZ,852,25.0,FRM,,1.0,N,1,2017,3,90,150000,650.0,360,4.75
474,101005035129,C,"WELLS FARGO BANK, N.A.",4.5,420000,360,02/2017,04/2017,60,90,1,24,808.0,Y,P,PU,1,P,TX,773,,FRM,,,N,1,2017,2,60,400000,800.0,360,4.5
475,101007640963,R,OTHER,3.7489999999999997,100000,180,05/2017,07/2017,26,26,1,14,743.0,N,C,PU,1,P,NV,891,,FRM,,,N,1,2017,5,20,100000,700.0,180,3.625
476,101008819840,C,PENNYMAC CORP.,4.5,340000,360,02/2017,04/2017,80,80,2,47,771.0,N,P,SF,1,P,NY,109,,FRM,721.0,,N,1,2017,2,80,300000,750.0,360,4.5
477,101012846637,R,"WELLS FARGO BANK, N.A.",4.5,434000,360,05/2017,07/2017,70,70,2,45,794.0,N,P,SF,3,I,CA,922,,FRM,771.0,,N,1,2017,5,70,400000,750.0,360,4.5
478,101014308524,R,"NATIONSTAR MORTGAGE, LLC",4.5,419000,360,04/2017,06/2017,62,62,1,44,723.0,N,C,PU,1,P,VA,223,,FRM,,,N,1,2017,4,60,400000,700.0,360,4.5
479,101014409781,B,PENNYMAC CORP.,4.5,380000,360,05/2017,07/2017,95,95,1,35,768.0,N,P,SF,1,P,CA,902,30.0,FRM,,2.0,N,1,2017,5,90,350000,750.0,360,4.5
480,101014590321,R,OTHER,5.375,146000,360,04/2017,06/2017,89,89,1,23,752.0,N,R,SF,1,P,GA,305,25.0,FRM,,2.0,N,1,2017,4,80,100000,750.0,360,5.375
481,101017589563,C,FRANKLIN AMERICAN MORTGAGE COMPANY,4.5,241000,360,04/2017,06/2017,90,90,1,38,751.0,N,P,SF,1,P,PA,178,25.0,FRM,,1.0,N,1,2017,4,90,200000,750.0,360,4.5
482,101018384550,R,OTHER,4.25,226000,360,03/2017,05/2017,79,79,1,25,701.0,N,R,PU,1,P,TX,775,,FRM,,,N,1,2017,3,70,200000,700.0,360,4.25
483,101019332566,C,OTHER,4.25,175000,240,04/2017,06/2017,80,93,1,40,744.0,N,R,SF,1,P,KY,400,,FRM,,,N,1,2017,4,80,150000,700.0,240,4.25
484,101019851605,R,"NATIONSTAR MORTGAGE, LLC",4.125,129000,360,04/2017,06/2017,59,59,1,33,745.0,N,R,SF,1,P,CO,809,,FRM,,,N,1,2017,4,50,100000,700.0,360,4.125
485,101023920578,C,PMTT4,4.625,390000,360,03/2017,05/2017,80,80,2,37,797.0,N,P,SF,1,I,CA,934,,FRM,801.0,,N,1,2017,3,80,350000,750.0,360,4.625
486,101024924558,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.125,256000,180,03/2017,05/2017,80,80,2,41,689.0,N,C,PU,1,P,MI,480,,FRM,722.0,,N,1,2017,3,80,250000,650.0,180,4.125
487,101025677925,B,"LOANDEPOT.COM, LLC",3.5,276000,360,03/2017,05/2017,80,80,2,33,766.0,N,R,SF,1,P,CA,921,,FRM,749.0,,N,1,2017,3,80,250000,750.0,360,3.5
488,101030239379,R,OTHER,4.25,187000,360,03/2017,05/2017,68,68,2,33,781.0,N,R,PU,1,P,FL,341,,FRM,686.0,,N,1,2017,3,60,150000,750.0,360,4.25
